Personnel_No,Personnel_Subarea,Personnel_Area,Cost_Ctr,Cost_Center,Gender_Key,Job_Position,Entry,Leaving_date/Today,Birth_date,length_of_service,Age,Status
60516407,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99634,HQ HR Systems       ,Male,Principal IT Business Systems Analyst   ,03-10-2005,29-10-2017,08-06-1965,12,52,Active
60516415,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Controller                           ,04-10-2005,29-10-2017,31-10-1982,12,34,Active
60516435,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12900,MV Factory Executive,Female,Sr Manager Plant Controlling            ,12-10-2005,29-10-2017,31-07-1956,12,61,Active
60516446,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99622,HQ Key User Group   ,Female,Finance Systems Analyst                 ,17-10-2005,29-10-2017,28-08-1979,12,38,Active
60516448,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12180,MV PII Trk Tire Bldg,Male,Supervisor Production Area              ,17-10-2005,29-10-2017,01-01-1985,12,32,Active
60516457,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12620,MV Qualty Inspection,Male,Supervisor Production Line              ,24-10-2005,29-10-2017,28-01-1982,12,35,Active
60516464,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Supervisor Engineering                  ,31-10-2005,29-10-2017,28-04-1977,11,40,Active
60516468,Barnsville       ,US-GA-Barnsville-CTNA Aldora  ,18290,AD Hot Stretch      ,Male,Area Manager                            ,01-11-2005,29-10-2017,05-01-1979,11,38,Active
60516494,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,99634,HQ HR Systems       ,Male,Principal IT Business Systems Analyst   ,28-11-2005,29-10-2017,15-04-1964,11,53,Active
60516497,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99634,HQ HR Systems       ,Male,Principal IT Business Systems Analyst   ,01-12-2005,29-10-2017,10-11-1972,11,44,Active
60516537,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99649,HQ Benefits         ,Female,Sr Benefits Analyst                     ,04-01-2006,29-10-2017,18-10-1974,11,43,Active
60516540,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sales Represenative - SIBP              ,16-12-2005,29-10-2017,14-05-1964,11,53,Active
60516543,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Principal Systems Architect          ,03-01-2006,29-10-2017,29-06-1978,11,39,Active
60516545,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Principal IT Business Systems Analyst   ,03-01-2006,29-10-2017,27-04-1975,11,42,Active
60516556,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sales Represenative - SIBP              ,16-01-2006,29-10-2017,20-11-1966,11,50,Active
60516561,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99561,CVT PDT NAFTA       ,Male,Director R&D                            ,15-01-2000,29-10-2017,22-04-1977,17,40,Active
60516591,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Principal IT Business Systems Analyst   ,06-02-2006,29-10-2017,14-11-1967,11,49,Active
60516596,Montvale         ,"US-NJ-Montvale CT NA, Inc.    ",99937,HQ-ContiTech VC-AUTO,Male,Manager Development Engineering         ,07-02-2006,29-10-2017,11-03-1969,11,48,Active
60516669,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99610,HQ Corp Finance     ,Female,Sr Financial Analyst                    ,06-03-2006,29-10-2017,21-03-1974,11,43,Active
60516674,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Director Marketing                      ,06-03-2006,29-10-2017,09-12-1969,11,47,Active
60516678,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99632,HQ IT Infrastructure,Male,Principal IT Business Systems Analyst   ,13-03-2006,29-10-2017,23-07-1963,11,54,Active
60516763,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager Sales Forecasting               ,18-04-2006,29-10-2017,29-01-1955,11,62,Active
60516785,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12620,MV Qualty Inspection,Male,Supervisor Production Line              ,24-04-2006,29-10-2017,31-05-1979,11,38,Active
60516832,AH-Harmon CT     ,US-MI-AH-Harmon-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager Sales                           ,24-05-2006,29-10-2017,13-12-1960,11,56,Active
60516834,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Material Analyst                        ,30-05-2006,29-10-2017,23-10-1979,11,38,Active
60516847,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12570,MV Shipping and Whse,Male,Customer Analyst                        ,05-06-2006,29-10-2017,05-07-1972,11,45,Active
60516895,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12910,MV Industrial Eng   ,Male,Sr Staff Industrial Engineer            ,16-06-2006,29-10-2017,03-09-1981,11,36,Active
60516918,Rochester Hills  ,US-MI-Rochester-CT Parker     ,860801495,MFS Quality         ,Male,Sr Manager Quality Assurance            ,05-07-2006,29-10-2017,07-02-1963,11,54,Active
60516939,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager SCM                             ,10-07-2006,29-10-2017,07-05-1979,11,38,Active
60516948,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Associate Reliablity Engineer           ,24-07-2006,29-10-2017,13-03-1977,11,40,Active
60516965,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12730,MV Gen Maint        ,Male,Supervisor Maintenance                  ,24-07-2006,29-10-2017,30-05-1957,11,60,Active
60516970,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99630,HQ IT Regional Oper ,Male,Principal IT Applications Analyst       ,02-08-2006,29-10-2017,08-04-1957,11,60,Active
60516972,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12730,MV Gen Maint        ,Male,Production Scheduler                    ,07-08-2006,29-10-2017,11-07-1979,11,38,Active
60516995,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99633,HQ IT Manufacturing ,Male,Sr Manager IT Applications              ,21-08-2006,29-10-2017,14-12-1965,11,51,Active
60516997,Uvalde           ,US-TX-Uvalde-CTNA Prod        ,99512,HQ Uvalde-DURABILITY,Male,Associate Test Engineer                 ,21-08-2006,29-10-2017,28-12-1971,11,45,Active
60517028,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12730,MV Gen Maint        ,Male,Facilities Analyst                      ,05-09-2006,29-10-2017,15-12-1977,11,39,Active
60517072,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Pricing Specialist                   ,12-04-2007,29-10-2017,26-10-1980,10,37,Active
60517089,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99561,CVT PDT NAFTA       ,Female,Sr Development Engineer                 ,02-10-2006,29-10-2017,24-01-1984,11,33,Active
60517128,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99622,HQ Key User Group   ,Female,Sr Manager Finance                      ,16-10-2006,29-10-2017,15-07-1981,11,36,Active
60517129,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager Sales - SIBP                    ,18-10-2006,29-10-2017,07-01-1977,11,40,Active
60517134,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Planner Scheduler                    ,01-08-2008,29-10-2017,28-12-1979,9,37,Active
60517159,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12240,MV Pass/LT Curing   ,Male,Supervisor Production Line              ,30-10-2006,29-10-2017,13-11-1975,10,41,Active
60517160,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,99622,HQ Key User Group   ,Male,Principal IT Systems Analyst            ,30-10-2006,29-10-2017,22-06-1975,10,42,Active
60517162,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12140,MV Pass/LT Bead Assm,Male,Supervisor Production Line              ,30-10-2006,29-10-2017,25-05-1986,10,31,Active
60517189,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12820,MV Safety & Security,Female,Sr ESH Specialist                       ,30-10-2006,29-10-2017,18-09-1971,10,46,Active
60517200,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Principal SCM Analyst                   ,09-11-2006,29-10-2017,07-01-1977,10,40,Active
60517203,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12120,MV Stock Prep       ,Male,Supervisor Production Line              ,13-11-2006,29-10-2017,11-06-1960,10,57,Active
60517215,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Lead Sales Represenative - SIBP         ,04-12-2006,29-10-2017,11-06-1949,10,68,Active
60517230,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Principal IT Business Systems Analyst   ,02-01-2007,29-10-2017,21-05-1973,10,44,Active
60517231,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12910,MV Industrial Eng   ,Male,Manager Systems Engineering             ,01-01-2007,29-10-2017,28-10-1974,10,43,Active
60517247,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Account Manager                         ,15-01-2007,29-10-2017,14-07-1968,10,49,Active
60517257,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12030,MV Mixing           ,Male,Supervisor Production Line              ,22-01-2007,29-10-2017,28-06-1988,10,29,Active
60517263,Montvale         ,"US-NJ-Montvale CT NA, Inc.    ",99937,HQ-ContiTech VC-AUTO,Female,Logistic Analyst                        ,12-02-1988,29-10-2017,19-02-1963,29,54,Active
60517265,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager Logistics                       ,24-01-2007,29-10-2017,24-02-1982,10,35,Active
60517289,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Manager Sales - SIBP                    ,01-02-2007,29-10-2017,04-09-1959,10,58,Active
60517296,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Quality Assurance Specialist         ,19-02-2007,29-10-2017,03-02-1965,10,52,Active
60517317,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99614,HQ Tax              ,Male,Manager Tax                             ,26-02-2007,29-10-2017,01-08-1963,10,54,Active
60517328,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Associate Mechanical Engineer           ,05-03-2007,29-10-2017,22-03-1982,10,35,Active
60517334,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99650,HQ Law              ,Female,Deputy General Counsel                  ,26-02-2007,29-10-2017,08-05-1971,10,46,Active
60517354,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Associate Reliablity Engineer           ,19-03-2007,29-10-2017,03-02-1978,10,39,Active
60517358,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Sales Represeantive - SIBP           ,19-03-2007,29-10-2017,24-12-1969,10,47,Active
60517370,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12170,MV Tire Assembly PLT,Male,Supervisor Production Line              ,02-04-2007,29-10-2017,21-07-1980,10,37,Active
60517379,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12910,MV Industrial Eng   ,Male,Industrial Engineer                     ,02-04-2007,29-10-2017,31-05-1972,10,45,Active
60517381,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Account Manager                      ,02-04-2007,29-10-2017,06-11-1984,10,32,Active
60517386,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,10120,Mold Engineering    ,Male,Area Manager                            ,01-05-1996,29-10-2017,17-07-1969,21,48,Active
60517410,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Sr Marketing Analyst                    ,16-04-2007,29-10-2017,20-03-1983,10,34,Active
60517414,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12800,MV Ind. Relations   ,Male,Sr Training Specialist                  ,30-04-2007,29-10-2017,17-02-1987,10,30,Active
60517422,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12180,MV PII Trk Tire Bldg,Male,Supervisor Production Line              ,30-04-2007,29-10-2017,10-03-1987,10,30,Active
60517441,AH-Harmon CT     ,US-MI-AH-Harmon-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Sr Account Manager                      ,15-07-2004,29-10-2017,05-01-1981,13,36,Active
60517442,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Manager SCM                             ,23-04-2007,29-10-2017,05-06-1954,10,63,Active
60517443,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Lead Sales Represenative - SIBP         ,26-04-2007,29-10-2017,14-01-1977,10,40,Active
60517444,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Supervisor Credit                       ,23-04-2007,29-10-2017,02-06-1976,10,41,Active
60517466,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Pricing Specialist                   ,14-05-2007,29-10-2017,23-12-1980,10,36,Active
60517479,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12180,MV PII Trk Tire Bldg,Male,Supervisor Production Line              ,29-05-2007,29-10-2017,05-08-1976,10,41,Active
60517482,AH-Harmon CT     ,US-MI-AH-Harmon-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Staff Development Engineer           ,29-05-2007,29-10-2017,27-10-1980,10,37,Active
60517493,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12570,MV Shipping and Whse,Male,Supervisor Material Control             ,11-06-2007,29-10-2017,11-10-1965,10,52,Active
60517525,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sales Team Leader - SIBP                ,09-07-2007,29-10-2017,17-08-1967,10,50,Active
60517565,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99633,HQ IT Manufacturing ,Male,Principal IT Business Systems Analyst   ,30-07-2007,29-10-2017,26-08-1970,10,47,Active
60517576,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Manager Sales                        ,01-08-2007,29-10-2017,29-08-1970,10,47,Active
60517577,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Sales Represeantive - SIBP           ,30-07-2007,29-10-2017,19-07-1971,10,46,Active
60517579,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99684,HQ Rebill to CAG    ,Male,Director Finance                        ,01-08-2007,29-10-2017,22-01-1974,10,43,Active
60517589,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12030,MV Mixing           ,Male,Supervisor Production Line              ,13-08-2007,29-10-2017,26-09-1986,10,31,Active
60517595,AH-Harmon CT     ,US-MI-AH-Harmon-CTNA Prod     ,99686,HQ Rebill MALAYSIA  ,Male,VP Sales & Marketing                    ,22-08-2007,29-10-2017,14-02-1974,10,43,Active
60524294,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,99470,HQ Factory Admin    ,Female,Manager Material                        ,04-09-2007,29-10-2017,13-11-1980,10,36,Active
60524312,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99633,HQ IT Manufacturing ,Male,Principal IT Business Systems Analyst   ,10-09-2007,29-10-2017,03-12-1957,10,59,Active
60524314,AH-Harmon CT     ,US-MI-AH-Harmon-CTNA Prod     ,99523,HQ Asian OE Qualific,Male,Sr Staff Development Engineer           ,19-04-1993,29-10-2017,05-12-1965,24,51,Active
60524344,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99661,HQ Purch DirectTires,Female,Lead SCM Systems Analyst                ,01-10-2007,29-10-2017,25-06-1958,10,59,Active
60524378,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99615,HQ Treas/Cash Mgmt  ,Female,Treasury Analyst                        ,24-09-2007,29-10-2017,18-06-1962,10,55,Active
60524413,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Sales Represenative - SIBP              ,26-11-2007,29-10-2017,21-06-1975,9,42,Active
60524420,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12500,MV Raw Matl Planning,Male,Buyer                                   ,10-12-2007,29-10-2017,29-06-1974,9,43,Active
60524437,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sales Represenative - SIBP              ,02-01-2008,29-10-2017,08-02-1979,9,38,Active
60524439,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Supervisor Inside Sales                 ,02-01-2008,29-10-2017,29-01-1983,9,34,Active
60524480,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Account Manager                      ,08-01-1998,29-10-2017,31-08-1962,19,55,Active
60524514,Sumter           ,US-SC-Sumter-CTNA Prod        ,70100,Plant Management    ,Male,Plant Manager                           ,03-07-1999,29-10-2017,26-02-1971,18,46,Active
60524525,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr SCM Analyst                          ,18-02-2008,29-10-2017,15-11-1973,9,43,Active
60524535,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12620,MV Qualty Inspection,Male,Quality Assurance Associate             ,18-02-2008,29-10-2017,14-02-1982,9,35,Active
60524540,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Principal SCM Analyst                   ,03-03-2008,29-10-2017,25-02-1978,9,39,Active
60524566,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Sales Represeantive - SIBP           ,10-03-2008,29-10-2017,17-09-1973,9,44,Active
60524567,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12710,MV Maint Stores     ,Male,Supervisor Material                     ,24-03-2008,29-10-2017,30-10-1980,9,36,Active
60524602,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Associate Reliablity Engineer           ,07-04-2008,29-10-2017,12-11-1982,9,34,Active
60524611,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Sr Financial Analyst                    ,09-04-2008,29-10-2017,16-08-1975,9,42,Active
60524613,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,99614,HQ Tax              ,Male,Manager Tax                             ,14-04-2008,29-10-2017,10-07-1971,9,46,Active
60524615,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Sales Represeantive - SIBP           ,07-06-2010,29-10-2017,17-11-1985,7,31,Active
60524622,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12970,MV Plant Accounting ,Female,Manager Controlling                     ,14-04-2008,29-10-2017,21-12-1964,9,52,Active
60524633,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12720,MV Plant Engineering,Male,Sr Staff Electrical Engineer            ,19-01-1987,29-10-2017,02-06-1969,30,48,Active
60524634,Fort Mill-Comm   ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Male,Sr Sales Represeantive - SIBP           ,05-05-2008,29-10-2017,29-01-1965,9,52,Active
60524636,Fort Mill-PLT    ,US-SC-Fort Mill-CTNA Prod     ,999HR     ,HR Dummy-CoCd515 Emp,Female,Sr Sales Represeantive - SIBP           ,28-04-2008,29-10-2017,19-09-1962,9,55,Active
60524641,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12730,MV Gen Maint        ,Male,Supervisor Maintenance                  ,05-05-2008,29-10-2017,15-11-1972,9,44,Active
60524674,Mt Vernon        ,US-IL-Mount Vernon-CTNA Prod  ,12820,MV Safety & Security,Male,ESH Specialist                          ,19-05-2008,29-10-2017,17-10-1971,9,46,Active
60524683,Montvale         ,"US-NJ-Montvale CT NA, Inc.    ",99934,HQ-ContiTech ELAST-F,Male,Supervisor Production Area              ,19-05-2008,29-10-2017,10-04-1963,9,54,Active
60524702,Montvale         ,"US-NJ-Montvale CT NA, Inc.    ",99932,HQ-ContiTech BENE-FC,Female,Manager Business Dev                    ,02-06-2008,29-10-2017,21-03-1962,9,55,Active
